name,title,date,review_text
Grandmas Plus Hotel Seminyak,Staycation,09/01/2021,"Kamarnya nyaman, bersih, harga sangat worth it, harga makanan sangat terjangkau, lokasi hotel dekat dengan pantai dan staffnya ramah, terima kasih Bu Ani sudah membantu proses saat c/i dan c/o, sudah saling bertegur sapa juga"
Grandmas Plus Hotel Seminyak,Backpacker trip,09/01/2021,"Kamar hotel nya cozy dan nyaman, cocok untuk yang suka trip backpacer, karna hotel yang dekat sekali dengan pantai, jd tidak jauh untuk dapat menjangkau pantai. Pelayanan nya ramah dan kamarnya pun bersih. Trimakasih atas pelayanannya yang sangat ramah Ani dan yuna."
Grandmas Plus Hotel Seminyak,"Excellent service, friendly staff,strategic location",09/01/2021,"kamar bersih, ac dingin, semua staffnya ramah2 bgt, helpful, worth it bgt. Lokasi dkt kemana aja Bu Ani juga baik bgt so helpful. Checkin/checkout dibantu dgn cepat. All shooo gewd Thankyou bu ani dan yuna"
Grandmas Plus Hotel Seminyak,"Excellent, lokasi nya dekat pantai. Staff sangat ramah",09/01/2021,"Bu ani dan mba yunda sangat ramah dan helpful, kamar bersih. Service excellent. Worth it sesuai harga nya. Lokasi nya strategis dekat pantai dan tempat belanja. Suasana nya nyaman dan lengkap kemana saja"
Grandmas Plus Hotel Seminyak,Staycation di seminyak,09/01/2021,Terima kasih untuk pelayanan yang ramah Ibu Ani dan Ibu Sara. Check in cepat dan kamar yang bersih. Wifi cepat dan AC dingin. Pengalaman yang menyenangkan menginap disini. Pasti akan kembali lagi. Terima kasih
Grandmas Plus Hotel Seminyak,Liburan yang menyenangkan,09/01/2021,"Liburan yang menyenangkan , lokasi dekat pantai jadi lebih enak . Pelayanan sangat membantu dalam proses penginapan. Terima kasih atas pelayananya buat bu Ani, Mas PUtra,Ari and Mas Juni. Kita akan kembali lagi sangat rekomen untuk berlibur d bali"
Grandmas Plus Hotel Seminyak,Great Hotel,09/01/2021,"I love to stay in every grandmas hotel in Bali, because they have good quality of product and services, I always request early check in if I stay in hotel and grandmas never dissapointed me. Thanks also for the staff are friendly, thanks for Mrs. Ani and Yuna for your services, great staff!"
Grandmas Plus Hotel Seminyak,Liburan diawal masa new normal kami yang sangaat berkesan di bali,09/01/2021,"Sangat menyenangkan menginap di hotel ini Pelayanan dari cek in sampai cek out sangat maksimal.. Kamar mantap Akses mantap Makanan saji mantap Pelayanan mantap Skorr 9.8 dehhhh... Garugi nginep disini bareng keluarga rame2 Harga juga dapet promo murah.. Trims buat @ Ani,Rhista,Mas Agus,Juni,Putra,Ali... Kalian sangat membantu sekali Next kami pastikan jika berkunjung ke bali akan menginap disini dan menemui kalian semua... Thanks a lot bro n siiss.. Keep healhty and stay safe"
Grandmas Plus Hotel Seminyak,Lovely budget hotel in Seminyak,09/01/2021,"Budget hotel with extraordinary services. I stayed for 4 nights, and they gave me excellent information from motorcycle rental until recommended resto around. Many thanks to mrs Ani & mrs Rysta to borrow us umbrella. And I hope the pandemic will be end."
Grandmas Plus Hotel Seminyak,BEST STAY!,08/01/2021,"Hotelnya sangat nyaman dan bersih. Harga sangat affordable. Staff-staff yang sangat ramah, friendly dan make sure stay saya tidak ada kendala sudah seperti keluarga :) Big thanks to the team (Ibu Ani, Pak Joko, Rysta, Yuna, Sara, Juni, Putra dan Ari) dan semua staff. Sangat baik2 dan ramah. Will come back for sure!"
Grandmas Plus Hotel Seminyak,Hotel Grandmas Seminyak,09/01/2021,"Kamar hotel minimalis dan memiliki dekor unik di dinding, fuang kamar bersih dan nyaman..resepsionis dan karyawan hotel ramah...room service cepat..menu nasi goreng enak Terima kasih ibu Ani dan Ibu Rysta"
Grandmas Plus Hotel Seminyak,Grand Mas Plus Seminyak Bali,09/01/2021,"Terima kasih Grand Mas Plus Seminyak, dapet harga promo dan Pelayanan nya sangat ramah dan bagus... Terima kasih juga kepada kak Ani dan kak Rysta atas pelayanan nya, next ke bali pasti Stay di Grand Mas hotel.. THANK YOU SO MUCHHH"
Grandmas Plus Hotel Seminyak,Weekend staycation,09/01/2021,"Have a great time staying in grandmas plus seminyak. Exceptional service and room. Free refill mineral water, pool is great, wifi and tv is nice. Thank you for the girls at the front desk Ani, Yuna, Juni"
Grandmas Plus Hotel Seminyak,short holiday,09/01/2021,seneng banget bisa nginep disana walaupun cuman satu hari tpi berasa dirumah sendiri saking ramahnya pelayanan staf disana terutama bu eka dan bu yuna yang dari check in sudah ramah banget terimakasih sudah melayani kita selama stay disana 👍
Grandmas Plus Hotel Seminyak,Sangat puas,09/01/2021,"Disini suasana sangat tenang, nyaman dan pegawai yang begitu ramah. Untuk fasilitas dan hospitality sangat memuaskan. Sangat reccomend untuk stay disini. Terima kasih Grand Mas atas pengalamannya……….."
Grandmas Plus Hotel Seminyak,Loveable Hotel,09/01/2021,"Hotel yang sangat strategis. Tinggal jalan sedikit sudah sampai pantai. Di depan pantai juga ada tempat bilas kaki sehabis dari pantai, so thoughtful! Staff sangat ramah. Lokasi breakfastnya juga strategis. Di lt 5 ada tempat massage. Setiap ke bali pasti minimal 2 malam saya menginap di sini"
Grandmas Plus Hotel Seminyak,Grandmas hotel seminyak,08/01/2021,"Terimakasih pelayan sangatlah baik dan ramah, temtunya kamarnya bersihhh fasilitas lengkap. Makasih, chek video lengkapnya di youtube kami sunrise java9190. Dan grandmas hotel seminyak menurut kami rekomendasi banget selain pelayanan ramah juga dekat dengan pantai seminyak. Terimakasih kepada Mr Djoko Bu ani Kak Rysta Telah membantu kami selama menginap di grandmas seminyak bali"
Grandmas Plus Hotel Seminyak,Sangat baguss,08/01/2021,"Walaupun kami hanya nginap untuk sementara, kami sangat puas dan dilayani dengan sangat baik, staff nya juga ramah, harga nya juga terjangkau.. juga lokasi nya yg sangat strategis karena sangat dekat dengan pantai.."
Grandmas Plus Hotel Seminyak,"Pelayanan, kamar, dan konsep eco hotel sangat baik dan bisa dijadikan acuan",08/01/2021,"Kamar bersih, semua pelayannya ramah dan baik salah satunya ada kak sara, konsep hotel eco sangat oonsisten dan bisa di jadikan acuan untuk hotel hotel lain, fasilitas hotel seperti kolam berenang juga di jaga sangat baik. Terima kasih dan tetap semangat untuk para staff"
Grandmas Plus Hotel Seminyak,Nice place for solo trip,08/01/2021,"The place very clean, near beach just 5 minute walking. Bed is very comfy. The Staffs there also very polite and helpfull. Thanks to Ani and Rysta who makes my stay comfortable during my stay. Would recommended to stay here for affordable price and comfy place"
Grandmas Plus Hotel Seminyak,Staycation,08/01/2021,"Terima kasih buat semua all staff yang baik bgt. Ani, yuna, dan prista. Kalian the best 🖤🖤🙏🏻🙏🏻 Akan sering banget nginep disini. Semuanya good. Pertahankan yah. Good luck grandmas seminyak🖤 suksmeee"
Grandmas Plus Hotel Seminyak,Excellent hotel with affordable price,08/01/2021,"I have enjoy my staycation in here, its only 3 minutes to seminyak beach. I love the clean room, friendly staff and excellent service. They have a lot of discount due this pandemic. Of course don't forget to try their spa, so relaxing."
Grandmas Plus Hotel Seminyak,family holiday,08/01/2021,"staff sangat ramah dan siap membantu kapan saja , kamar bagus dan nyaman suasana baik senang dan ingin kembali lagi🙏 lokasi sangat strategis dekat dengan pantai , sangat nyaman terimakasih buat bu ani sudah menghandle dengan baik"
Grandmas Plus Hotel Seminyak,Staycation with Promo Rate,08/01/2021,"Terima kasih GrandMas untuk rate promo nya yang super murah 🙏. Semua team sangat ramah dan sopan. Check in sangat mudah, kamar bersih dan lokasi yang sangat dekat ke pantai. Kami mencoba Balinese Massage di De Nyuh Spa, lantai 4. Kamar nya bersih, sebelum massage tamu diharuskan mandi untuk kenyamanan bersama, massage di mulai dengan footbath. Terima kasih Mbak Surya, therapist massage saya, sangat ramah, firm pressure dari awal hingga akhir, puas banget. Sangat recommended. Semua staff telah lengkap di vaksin sehingga kami juga merasa nyaman."
Grandmas Plus Hotel Seminyak,Liburan yang menyenangkan,08/01/2021,"Lokasi Deket pantai Pelayanan nya ramah Bagus vanget pokonya mah Terimakasih atas servicenya yang ramah Ani, dan Yuna Saya akan kembali lagiiiii tempatnya nyaman Bersih ada kolam renangnya buat yang bawa anka kecil tempat strategis"
Grandmas Plus Hotel Seminyak,Friendly staff and cozy place,08/01/2021,"Very Clean Hotel with good price, friendly staff, fabulous receptionist. Always enjoy stay here, Place is small for 2 person, but cozy, decent wifi and hot water. We’re on holiday to enjoy the scenery, not staying at hotel for 24/7, so its a great choice staying here"
Grandmas Plus Hotel Seminyak,5/5,08/01/2021,"Setelah stay 5 hari, Ok banget buat yg mau santai. pelayanan nya super, staff nya ramah-ramah ( kak Ani dan rysta) kamar bersih, dan lokasi dekat pantai. salah satu hotel terbaik yang bisa didapatkan dengan rate segini. Keep up the good work💪🔥"
Grandmas Plus Hotel Seminyak,Review Staycation,08/01/2021,"Terima kasih atas kenyamanan, kebersihan hotelnya. Dan juga terima kasih atas keramahan staf” pelayanannya kepada saya ya kak, terima kasih untuk kak Ani, kak Yuna dan kak Juni yang sudah membantu saya selama stay."
Grandmas Plus Hotel Seminyak,Our experience staying at Grandmas Plus Hotel Seminyak,08/01/2021,"Friendly staff, excellent room and service, especially to Ani, Yuna, and Sara. Thank you four your service from we check in until we check out. In the next time we hope can visit Grandmas again, thank you for unforgetable experience."
Grandmas Plus Hotel Seminyak,Bagus dan memuaskan,08/01/2021,"Sebulan sekali stay disini utk refreshing dan tidak ada yg mengecewakan . Dan pastinya akan stay lagi kdepannya . Terimakasih 🙏 Lokasi bagus , sayangnya kondisi pandemi jadi sekeliling lokasi agak sepi . Krn saya yakin kalau normal ini pst akan full booked dengan pelayanan spt ini . Semangat ya ! ✊"
Grandmas Plus Hotel Seminyak,Perfect,08/01/2021,"The staff were so friendly! And also thank you to Ayun and Rysta for the service upon i checked in/checked out The room is clean I think, overall is very good and GrandMas Seminyak will be my favorite hotel to stay and i’ll recommend it to my friends😍"
Grandmas Plus Hotel Seminyak,"Friendly staff, clean room and very close to the beach",08/01/2021,I checked out in the midnight and the staff ( Ani and Sara) helped very good with that. Its a clean comfortable room and its located on a good location near to the beach in Seminyak. Thanks for the stay🙏
Grandmas Plus Hotel Seminyak,Tempat yg ramah,08/01/2021,Thx very much for your service..tim yg ramah dan membuat nyaman pengunjung.. terimakasih buat Bu Ani kak Sara dan semua tim Grandmas Seminyak yg telah melayani keluarga kami..bintang 5 untuk pelayanan nya
Grandmas Plus Hotel Seminyak,Hotel Dengan Pelayanan Yang Ramah,08/01/2021,"Suasana hotelnya sangat strategis karena dekat dengan pantai seminyak, selain itu tempat tidurnya terbilang sangat empuk untuk ukuran hotel yang terbilang cukup teerjangkau diharganya. cocok buat orang yang mencari tempat untuk menginap setelah lelah liburan. disisi lain hotel ini juga menyadiakan tempat angkringan dengan menu yang harganya terjangkau."
Dwaraka The Royal Villas,Perfect place to stay in Ubud,10/01/2021,"It's 4 of us staying in 2 bedroom villa with private pools. We are very happy to choose Dwaraka as our place to stay for 3 days 2 night. We are very happy that the room is clean, no need to worries about drink water because they provide 1 water gallon in each floor. The TV is smart TV there's netflix for free to watch. The pool water is so fresh can't feel the chlorine smell. The's a shuttle to go to ubud center and the location is not too far to ubud center. For the breakfast just choose American breakfast for Indonesian breakfast need to improve the taste. Overall is very good, we are happy to stay there."
Alila Seminyak,Anniversary Trip,10/01/2021,"It was our wedding anniversary and we decided to go to Bali and booked Alila Seminyak. We booked directly to the hotel and got upgraded. They also gave us surprise in the room with cake, flowers around the plate, and note with beautiful wish for us. Thank you for your hospitality and care!"
Alila Seminyak,Vocation,10/01/2021,"Good location in central of Seminyak, close to most of luxurious places, friendly staff, awesome food on dinner at Seasalt restaurant. Would be great if AC in the room be more cooler but other than that overall was great. Thank you"
Alila Seminyak,Excellent place to stay,10/01/2021,"I always like to stay in Seminyak while in Bali, and chose to stay at Alila Seminyak this time for 4 nights. We had a very pleasant stay here. The room was spacious and clean, the staff was friendly and helpful, the food was excellent. The beach is just at your doorstep! It is a place to be when vacationing in Bali"
Alila Seminyak,Amazing hotel!,10/01/2021,"My stay at Alila Seminyak did not start well. I arrived at 3.15 PM and my room is not ready yet. Staffs told us to use the hotel's facility while waiting (pool, beach, etc) but after the flight and with the oandemic situation, of course we wanted to take a bath first, change our clothes, etc. At 4.30 PM, we still haven't got our room. The manager apologized and told us there's issues with the door that they need to fix. The manager gave us other room for us to freshen up while they prepare my actual room (which has been upgraded). Manager also gave us complimentary dinner to apologize so that's a good customer service. We went to dinner and when we're back, our actual room is ready. The rest is history! Our stay was amaziiiiiing! Great hotel, beautiful view, yummy food, friendly…"
Alila Seminyak,Excellent Beach Front Property for Business and Leisure,10/01/2021,"Alila Seminyak is an excellent place to stay in Seminyak area, Bali. Covid-19 health and hygiene protocols are implemented very well, the rooms are spacious, well-equipped, great nespresso coffee capsules are provided, excellent breakfast and great access to the beach. Staff are superb and location is strategic to reach the interesting places in Seminyak, Petitenget, Canggu, area."
Alila Seminyak,Elegant,10/01/2021,"One word to describe Alila Seminyak is probably elegant. We got upgraded to Alila Ocean View Suite. The room concept is modern, simple, and yet comfortable. I could hear the ocean waves clearly from my bed at night and when I woke up in the morning. The breakfast was delicious, and the staff at the sea salt restaurant was very hopeful. The location is perfect, right in the middle of Seminyak."
Alila Seminyak,one of the best hotel to enjoy sunset at Bali,10/01/2021,"from the infinity pool overlooking the ocean, Alila would be one of my favorite spot to enjoy the sunset. The room is nice and clean, the overall stay is very enjoyable. Definitely recommended especially its location at Seminyak."
Alila Seminyak,Still the best hotel in Bali,10/01/2021,There is no place i would like to stay when i’m in Bali. Always still the best and nothing to be complained. I will definitely go back again and again and again to Alila Seminyak. ♥️♥️♥️♥️♥️ Cant wait to go back!
Alila Seminyak,"First stay here, amazing experience",10/01/2021,"Here is what I love about Alila Seminyak: Well designed & convenient hotel room. Great beach view. Delicious breakfast. Easy access to cafes, boutiques, shops. Warm hospitality. Infinity pool. Walking distance to the well-known Potato Head. Extend my stay for 1 more night due to those reasons. It was a 3 memorable nights staying for the 1st time at Alila Seminyak. Thank you to all staffs, keep up the good work and stay humble."
Alila Seminyak,Nice oldie goldie property but questioning the readiness of the staffs to accept guest,10/01/2021,"Stayed one night before going back home. When arrived, noone, literally noone is there in the front area when your car is arrived at. Walked into the desk of reception, 3 young gentlemen were so busy looking at the screen in front of them, and not aware us arriving. I need to greet them first. Gave us an impression of: not ready to serve any guest? same with on the right side, 1 guy busy looking at screen. For us, first impression of the people serving is very important for the stay experience. The way those young gentlemen dressed are also not really up to the class. One with sleeves up, another one is down. Are Alila seminyak ready to serve professionally? I Only know during the day that the middle age lady is very accomodating and serving. And noone else like her. Passing…"
Alila Seminyak,They Serve With Heart!!,09/01/2021,"We stayed in Alila Seminyak for a night before going back to Jakarta. We had an amazing stay here, too bad that it was only for a night. I really love the simple interior they have, their cleanliness, their location, their view of the beach, their amenities (Not only smells great, but also I really really appreciate them for using the eco friendly packaging), oh and their pool too! They have 3 pools and if you're looking for the less crowded pool you can choose the ones on the L floor instead of the one next by the Beach Bar. Because in pandemic time, of course we are being extra careful for the hygiene, and this hotel meets our expectation. They also have a spacious gym, and a studio too. Would love to try the studio for dance practice or barre but sadly had no time. Asides…"
Alila Seminyak,Excellent 5 night stay @Alila Seminyak,09/01/2021,"Location and view of the hotel was excellent. Room were clean and spacious. Use of the library room for work, staff was friendly, especially the day manager Rina and Nita are excellent and very helpful. Had one room for late check out. Highly recommended"
Alila Seminyak,Great experience!,08/01/2021,Had a great time here. Service was really good. Food too! It’s a great hotel to stay if you want to explore around Seminyak since it’s close to everything. Room has been sanitized and very clean. Recommended!
Alila Seminyak,Best in Seminyak,08/01/2021,It meets the expectations as I am a person with OCD. I intended to spot flaws on the corners and on areas that most people dont see. I even open the drainage in the bathtub to check if they cleaned it.
Fame Hotel Sunset Road Kuta,Ramada Hotel Sunset road,10/01/2021,Ramada hotel in Bali is in great location. It's on sunset road connecting the island from south to north. It's only 10min drive from airport. Hotel itself is very nice with clean rooms. Great stuff and very polite. You can rent motorbike right in hotel.
Fame Hotel Sunset Road Kuta,Parkiran semrawut,10/01/2021,"Biasanya stay disini slalu puas bgt , bru kali ini kecewa sma staf security nya , jelas"" ada mobil parkir ga teratur ga pada tempatnya bukannya mnta maaf atau apa kek malah nyalahin shift sore yg jelas"" saya itu balik hotel 2 jm sebelum mobil yg parkirnya berantakan itu ada 🤣 mana ngebentak ngarahin mundur keluar , kesel bgt , niat healing malah makin badmood! Awal stay 3d2n mau extend jadi males! Padahal udh berkali"" nginep disini"
Fame Hotel Sunset Road Kuta,Nyaman and worth it,09/01/2021,"Kamarnya and hotel konsepnya bagus,, menarik dan unik.. Harga nya worth it,, enjoy relax stay with friend.. Lokasi strategi akses mudah kemana"".. Staffnya friendly dan sangat helpfull,, Recommended..."
Anantara Seminyak Bali Resort,good and satisfied,10/01/2021,"good and satisfied, enjoy 4night stay pool area poor maintained public parking area bit difficult to disabled person breakfast option is fair enough, better and improved from some review i read before our stay.(during pandemic)"
Anantara Seminyak Bali Resort,"Standart Anantara Seminyak,",10/01/2021,"Menginap 2 malam karena tertarik penawaran kamar ocean suite dan all you can eat sunset dinner hotel *5. Pesan langsung ke website hotel minta kamar the best view, sesuai gambar kamar website hotel yg dipesan, ttp yg didapat kamar 203 viewnya tdk bagus, beda jauh dengan gambar website hotel, terhalang dengan bangunan, pohon2 dll. Selain itu salah satu wastafel kamar mandi mampet tdk bisa digunakan. Tidak ada tempat sampah di kamar mandi. Sempat meminta opsi kamar lain, sayangnya kamar (303?) yg ditawarkan selain belum siap, posisinya juga sama saja hanya beda 1 lantai. Padahal saat itu sdh malam dan lapar. Promo all you can eat sunset dinner varian menunya sedikit, menu sea foodnya hanya satu jenis kerang saja, menu sea food yg lain tdk ada, padahal ini hotel di pantai dan…"
Anantara Seminyak Bali Resort,The Best Staycation,08/01/2021,"Home away from home. Love the staycation experience. The location is great, the service is amazing, the food is excellent! Definitely should book the ocean view suite while staying in Anantara Seminyak, that Seminyak's golden sunset is right on your doorstep. What a refreshing 2-night stay..."
Anantara Seminyak Bali Resort,What a shame,08/01/2021,"The room were great , but the hot water was not working at night , the service for breakfast is terrible espescially meyra , they even charged us for extra bacon , even a 3 star hotel wont charge us for extra bacon , the manager were great but the staff isn’t as great . I enjoy staying at this hotel but i wont stay here again cause the bad services"
Anantara Seminyak Bali Resort,One of the best ocean view rooms!,08/01/2021,We had amazing stay in Anantara. The room was spacious and clean. The staffs were wonderful and efficient. We got the best view as we stayed in an ocean view suite. Definitely gonna come back here again
The Royal Purnama,Awesome..,10/01/2021,"Quite location, direct to Purnama Beach, awesome standing stone beach club, its convenience for wedding or private party, food and staff was fantastic as well. Lovely and can't wait to come back again."
The Royal Purnama,Best place for chill out,10/01/2021,"Delicious food, nice atmosphere and garden We will come back with more friends. Nice pool and many spot for photos. The service was fantastic and the situation around resort and restaurant so peacefully"
The Royal Purnama,Hidden Gem in Gianyar,09/01/2021,"A hidden gem in Purnama beach! I’m staying there with my family early September and I must say that I am more than satisfy. Their services, pool suites and iconic restaurant is really is above the clouds. The resort itself is gorgeous and sumptuous. Will definitely stay again in here."
The Royal Purnama,Amazing Resorts,09/01/2021,"I was astonished by the bamboo entrance that leads us to lobby area. It is small yet warm and welcoming. They escorted us to our Villa, we prefer to walk through the garden and enjoy the beautiful greenery. Our Villa is beautiful with big private pool. I spent most of time at the pool area, surrounded by immaculate garden. It was nice and relaxing. Staff are friendly and attentive. We had a great time at The Royal Purnama."
The Royal Purnama,Excellent hospitality service,09/01/2021,"The moment we got into the resort, we were blown away by the friendly staffs. From the security, receptionist to the banquet staffs, everyone was really warm and the service was totally satisfying. The property also well-maintained as we walked in to the garden. Thank you very much The Royal Purnama for having us!"
The Royal Purnama,Peaceful Resort,09/01/2021,"Located 300 meters from Ida Bagus Mantra highway, this resort is apparently so peaceful. Surrounded by rice field at the front area and bordered by black sand of Purnama beach, it is such hidden gem in Gianyar. The suite is spacious and comfortable. The facility is inclusive kitchen and dining table. The bathroom is massive! A very well-designed Suite."
The Royal Purnama,Wonderful Gateaway,08/01/2021,"Finnaly find a hidden gem in Gianyar! it also has easy access from Highway road. I stayed for two nights and it just wonderfull, the staff very friendly and accomodate. The landscape also 9/10! I love the pool so much! the room also clean and spacious. Definetly will come back!"
The Royal Purnama,Weekend Gateway,09/01/2021,"Love every aspect of this Resort. The spacious Villa, the design with its Balinese art, the garden, the restaurant and the friendliness of the staff. I especially like the private pool surrounded by beautiful garden. A great weekend gateway in Bali, escaping from the hectic day in Jakarta. I will definitely come back to The Royal Purnama for my next trip to Bali. Tips: Please select their Villa with private pool for teh best experience."
The Royal Purnama,review,08/01/2021,"saya liburan di villa ini bersama teman teman, untuk liburan, tempatnya nyaman bisa buat healing serta mencari ketenangan,sangat terjangkau dan pelayanan staff sangat baik, pemandangan pantai nya indah dengan area yg terawat. recommend bgt stay disini"
The Royal Purnama,Great Resort & Restaurant,08/01/2021,"I stayed just for one night and really impressed with the beautiful surrounding. I also enjoy the swimming pool, suitable for a long swimming. This Resort also have a restaurant called standing stones. The restaurant is very famous for its healthy food and panoramic view."
The Royal Purnama,Majestic Landscape,08/01/2021,"Stayed for one night for celebrating Independence Day, I was amazed by the majestic garden this resort has to offer. Their collection of flowers is diverse, from yellow hibiscus to magenta buganvillee, from heliconia to colourful frangipani. Their room decor is also very unique, showcasing Balinese art. I love the wood carvings in the main door. I also impressed with their staff friendliness. I couldn’t see their smile because of the mask they put on, but I can feel it from their gestures. I will plan another stay in The Royal Purnama."
The Royal Purnama,Resort yang Instagramable,08/01/2021,"Menginap di two bedrooms Villa bersama teman2, kami Menikmati setiap momen. Kolam renangnya besar, kami berenang berempat seharian. Ruang tamu dilengkapi dapur dan ruang makan. Designnya unik, taman-taman tertata rapih dan indah. Standing Stones restaurantnya juga mantap. Pokoknya, musti nginep di sini Kalau ke Bali."
The Jimbaran Villa,Recommend place to stay in Jimbaran,10/01/2021,"Super recommend villa in Jimbaran! specially for honeymoon 💕 This villa was so genuine level of service, the room was so nice and spacious, very modern and everything you need is on provided already , love it highly recommended ❤️"
The Jimbaran Villa,Happiness,10/01/2021,"Seneng banget akhirnya bisa liburan ke Bali setelah sekian lama gak bisa kemana mana, kebetulan dapat villa yang keren banget namanya the Jimbaran villa, villa nya keren ada rooftop nya dan kolam renang pribadi, trimakasih mbak Leony dan mbak yutika yang sangat ramah"
The Jimbaran Villa,family stay,10/01/2021,"Staycation di jimbaran villa selama satu malam sejujurnya kurang lama, karna billa nya keren banget, kamar mandi nya sangat aestetik buat foto , kak yunika dan kak leoni juga help full banget, sangat recomended"
The Jimbaran Villa,Staycation bareng teman,10/01/2021,"Keren banget, sayang cuma stay semalam.. kita coba floating breakfastnya dan rasanya enak, staff nya juga ramah banget, ada mba leony dan mba yurika di front office sangat membantu kita, pokoknya the best sih ini"
The Jimbaran Villa,Vacation,10/01/2021,"I just had a nice stay with The Jimbaran Villa for 3D2N. The ambience was good, room was so clean, with great hospitality, and also their location is strategic. And really love the good service from the staff. Very recommended villas at jimbaran area."
The Jimbaran Villa,Two night stay,10/01/2021,"Staycation with my bestie and we decide to stay at the jimbaran vill, the villa was super nice with positive ambiance, clise by the beach also the staff very friendly especially yuri and leony, we really like this villa because of the rooftop and swing by the pool"
The Jimbaran Villa,Ulang tahun suami,10/01/2021,"Liburan ke bali saat suami ulang tahun dan saya request decorasi di tempat tidur, sangat baguss dan romantis suka dengan semua fasikitas, mbak yutika dan mbak leoni juga ramah dan cepat melayani, kita sampai nambah sehari lagi"
The Jimbaran Villa,Seruni 1,10/01/2021,"Baru landing lumayan sore karna pesawat delay, capek bahet tapi terbayarkan dengan jimbaran villa yang super keren, staff nya juga baik banget mqu pinjemin motor buat beli makan di tempat dekat, trimakasi kqk yurika dan kak leony, juga mas putra, ok banget oelayanannya"
The Jimbaran Villa,Ini vie terbaik,10/01/2021,"Kemarin kami stay di aksari villa dan liat di wed ini vie ada villa yang dekat pantai di jimbaran, saya coba book dan sangat bagus, suka sekali dengan pemandangan rooftop nya, pegawainya juga ramah terutama mbak yurika dan mbak leony, pasti coba villa ini vie lagi"
The Jimbaran Villa,Very homey staycation at bali!,10/01/2021,"Tempatnya sangat nyaman dan pelayanannya sangat memuaskan, terimakasih the jimbaran villa, we will back here soon! Mbak yurika juga baik banget sabar bantu kami foto foto , bu leony manager dan mas putra petugas pembersihan kamar juga sangat ramah"
The Jimbaran Villa,A night with mom,10/01/2021,"Bosen jalan jalan ke mall terus jadi kami memutuskan untuk staycation vmdi villa yang dekat oantai, mama saya sangat suka karna temptnya jauh dari keramaian, villa nya juga sangat bersih, luas dan ada dapurnya, kak Yurika dan kak leony juga sangat banyak membantu"
The Jimbaran Villa,Liburan kw bali,10/01/2021,"Liburan ke bali dengan patner aku. Menginap disini selama 3 malam. So far selama stay sangat nyaman ya, tidak ada masalah. Wifi kenceng juga disini karna aku kerja dari rumah, sangat membantu. Staff semua ramah dan juga helpfull, ada mba leoni dan mba yurika di resepsionis yg memberikan banyak informasi untuk kita. Thank you jimbaran villa , kita akan kembali lagi"
The Jimbaran Villa,First time stay here,10/01/2021,"Pertama kalinya mmenginap di daerah jimbaran, kita cek hotel 1 di jimbaran ternyata disini, sesuai ekspektasi, villa nya luas dan harganya masih oke banget untuk seukuran private villa dengan pool. Fasilitas dan suasanya nya juga oke, staff ramah semua terutma imba leoni dan mba yurika, tapi overall semua oke banget."
The Jimbaran Villa,sangat menyenangkan,10/01/2021,"perjalanan dari surabaya ke bali yang cukup lama terbayar setelah sampai di the jimbaran villa, suka sekali dengan konsep villa nya ada kolam renang pribadi dan juga rooftop di atas, staff nya juga sangat ramah sekali terutama ibu leony dan mbak yurika, pasti kami ke sini lagi kalo ke bali"
The Jimbaran Villa,The Jimbaran villa,10/01/2021,"Stay hanya satu malam dan sangat kurang sebenernya karna ada keperluan yang lain kita hanya stay sebentar Villa nya cozy banget, staff nya juga ramah banget terutama bu leony dan kak yurika, suka banget sama rooftop nya"
The Jimbaran Villa,Long stay,10/01/2021,Stay dj the jimbaran villa dari tgl 6 sampai tgl 13 oktober dan sangat senang karna staff nya baik baik banget. Ramah banget terutama kak yurika dan kak leony juga bli bli yang bersihin kamar cuma gak inget namanya. Villa nya uuga legal ada daour jadi bisa masak sendiri
The Jimbaran Villa,ini vie hospitality keren,10/01/2021,"awal nya saya mau yang di aksari ubud tapi full jadi kita coba dilu yang deket airport dan ternyata the jimbaran villa satu group dengan aksari, villa nya keren banget ada rooftop nya, selai itu juga ada ayunan yang lucu buat foto, trimakasi mbak yurika dan mbak leony yang sangat ramah atas pelayanannya"
The Jimbaran Villa,Stay cation,10/01/2021,"Short es ape di daerah Jimbaran dan kami memilih di the Jimbaran villa, staff nya super ramah terutama mbak yurika dan mbak leony, villa nya bersih wangi dan sunyi, cocok untuk yang tidak suka berisik seperti saya"
The Jimbaran Villa,Sangat menyenangkan!!,10/01/2021,"Happy banget stay disini, villanya bersih, kamarnya spacious, ada rooftop dan yang paling penting staffnya semua ramah banget, ada kak leoni dan kak yuri , breakfast juga oke. Sangat berkesan. Next time bakal balik lagi"
The Jimbaran Villa,stay at seruni 7,10/01/2021,"kita honeymoon pindah pindah villa dan kebanyakan by ini vie hospitality , dan kami coba the jimbaran villa karna ada rooftop nya, mabk yuri reception juga sangat ramah, bu leony manager juga sangat welcome , next pasti kembali"
The Jimbaran Villa,Memorable stay,10/01/2021,"Stay yang sangat berkesan dengan pasangan saya. Villanya keren, jalan menuju villanya cukup sepi tapi worth banget. Staff super ramah ada kak leony dan kak yurika. Favorit saya itu rooftop. Bisa sambil sunsetan juga. Sayang cuma stay 1 malam"
